WEEK;DATE;HOME;AWAY
15;17/05/2025;River Plate;Wanderers
15;17/05/2025;Plaza Colonia;Danubio
15;17/05/2025;Peñarol;Torque
15;18/05/2025;Progreso;Juventud de Las Piedras
15;18/05/2025;Liverpool;Cerro Largo
15;18/05/2025;Nacional;Defensor
15;19/05/2025;Racing;Miramar Misiones
15;19/05/2025;Boston River;Cerro
