WEEK;DATE;HOME;AWAY;FTHG;FTAG;DIFF
26;22/02/2025;Torino;Milan;2;1;1
26;22/02/2025;Inter;Genoa;1;0;1
26;23/02/2025;Como;Napoli;2;1;1
26;23/02/2025;Hellas Verona;Fiorentina;1;0;1
26;23/02/2025;Empoli;Atalanta;0;5;-5
26;23/02/2025;Cagliari;Juventus;0;1;-1
26;24/02/2025;Roma;Monza;4;0;4
9;27/02/2025;Bologna;Milan;2;1;1
27;28/02/2025;Fiorentina;Lecce;1;0;1
27;01/03/2025;Atalanta;Venezia;0;0;0
27;01/03/2025;Napoli;Inter;1;1;0
27;01/03/2025;Udinese;Parma;1;0;1
27;02/03/2025;Monza;Torino;0;2;-2
27;02/03/2025;Genoa;Empoli;1;1;0
27;02/03/2025;Bologna;Cagliari;2;1;1
27;02/03/2025;Roma;Como;2;1;1
27;02/03/2025;Milan;Lazio;1;2;-1
27;03/03/2025;Juventus;Hellas Verona;2;0;2
28;07/03/2025;Cagliari;Genoa;1;1;0
28;08/03/2025;Parma;Torino;2;2;0
28;08/03/2025;Como;Venezia;1;1;0
28;08/03/2025;Lecce;Milan;2;3;-1
28;08/03/2025;Inter;Monza;3;2;1
28;09/03/2025;Hellas Verona;Bologna;1;2;-1
28;09/03/2025;Napoli;Fiorentina;2;1;1
28;09/03/2025;Empoli;Roma;0;1;-1
28;09/03/2025;Juventus;Atalanta;0;4;-4
28;10/03/2025;Lazio;Udinese;1;1;0
29;14/03/2025;Genoa;Lecce;2;1;1
29;15/03/2025;Udinese;Hellas Verona;0;1;-1
29;15/03/2025;Monza;Parma;1;1;0
29;15/03/2025;Milan;Como;2;1;1
29;15/03/2025;Torino;Empoli;1;0;1
29;16/03/2025;Venezia;Napoli;0;0;0
29;16/03/2025;Bologna;Lazio;5;0;5
29;16/03/2025;Roma;Cagliari;1;0;1
29;16/03/2025;Fiorentina;Juventus;3;0;3
29;16/03/2025;Atalanta;Inter;0;2;-2
30;29/03/2025;Como;Empoli;1;1;0
30;29/03/2025;Venezia;Bologna;0;1;-1
30;29/03/2025;Juventus;Genoa;1;0;1
30;29/03/2025;Lecce;Roma;0;1;-1
30;30/03/2025;Cagliari;Monza;3;0;3
30;30/03/2025;Fiorentina;Atalanta;1;0;1
30;30/03/2025;Inter;Udinese;2;1;1
30;30/03/2025;Napoli;Milan;2;1;1
30;31/03/2025;Hellas Verona;Parma;0;0;0
30;31/03/2025;Lazio;Torino;1;1;0
31;04/04/2025;Genoa;Udinese;1;0;1
31;05/04/2025;Monza;Como;1;3;-2
31;05/04/2025;Parma;Inter;2;2;0
31;05/04/2025;Milan;Fiorentina;2;2;0
31;06/04/2025;Lecce;Venezia;1;1;0
31;06/04/2025;Empoli;Cagliari;0;0;0
31;06/04/2025;Torino;Hellas Verona;1;1;0
31;06/04/2025;Atalanta;Lazio;0;1;-1
31;06/04/2025;Roma;Juventus;1;1;0
31;07/04/2025;Bologna;Napoli;1;1;0
32;11/04/2025;Udinese;Milan;0;4;-4
32;12/04/2025;Venezia;Monza;1;0;1
32;12/04/2025;Inter;Cagliari;3;1;2
32;12/04/2025;Juventus;Lecce;2;1;1
32;13/04/2025;Atalanta;Bologna;2;0;2
32;13/04/2025;Hellas Verona;Genoa;0;0;0
32;13/04/2025;Fiorentina;Parma;0;0;0
32;13/04/2025;Como;Torino;1;0;1
32;13/04/2025;Lazio;Roma;1;1;0
32;14/04/2025;Napoli;Empoli;3;0;3
33;19/04/2025;Lecce;Como;0;3;-3
33;19/04/2025;Monza;Napoli;0;1;-1
33;19/04/2025;Roma;Hellas Verona;1;0;1
33;20/04/2025;Empoli;Venezia;2;2;0
33;20/04/2025;Bologna;Inter;1;0;1
33;20/04/2025;Milan;Atalanta;0;1;-1
33;23/04/2025;Cagliari;Fiorentina;1;2;-1
33;23/04/2025;Parma;Juventus;1;0;1
33;23/04/2025;Torino;Udinese;2;0;2
33;23/04/2025;Genoa;Lazio;0;2;-2
34;27/04/2025;Como;Genoa;1;0;1
34;27/04/2025;Venezia;Milan;0;2;-2
34;27/04/2025;Fiorentina;Empoli;2;1;1
34;27/04/2025;Inter;Roma;0;1;-1
34;27/04/2025;Juventus;Monza;2;0;2
34;27/04/2025;Napoli;Torino;2;0;2
34;27/04/2025;Atalanta;Lecce;1;1;0
34;28/04/2025;Udinese;Bologna;0;0;0
34;28/04/2025;Hellas Verona;Cagliari;0;2;-2
34;28/04/2025;Lazio;Parma;2;2;0
35;02/05/2025;Torino;Venezia;1;1;0
35;03/05/2025;Parma;Como;0;1;-1
35;03/05/2025;Cagliari;Udinese;1;2;-1
35;03/05/2025;Lecce;Napoli;0;1;-1
35;03/05/2025;Inter;Hellas Verona;1;0;1
35;04/05/2025;Empoli;Lazio;0;1;-1
35;04/05/2025;Monza;Atalanta;0;4;-4
35;04/05/2025;Roma;Fiorentina;1;0;1
35;04/05/2025;Bologna;Juventus;1;1;0
