WEEK;DATE;HOME;AWAY
30;04/04/2025;Rayo Vallecano;Espanyol
30;05/04/2025;Girona;Alavés
30;05/04/2025;Real Madrid;Valencia
30;05/04/2025;Mallorca;Celta Vigo
30;05/04/2025;Barcelona;Betis
30;06/04/2025;Las Palmas;Real Sociedad
30;06/04/2025;Sevilla;Atlético Madrid
30;06/04/2025;Valladolid;Getafe
30;06/04/2025;Villarreal;Athletic Club
30;07/04/2025;Leganés;Osasuna
