WEEK;DATE;HOME;AWAY
32;04/04/2025;Reggiana;Cremonese
32;05/04/2025;Südtirol;Cesena
32;05/04/2025;Cittadella;Carrarese
32;05/04/2025;Frosinone;Cosenza
32;05/04/2025;Brescia;Mantova
32;05/04/2025;Pisa;Modena
32;05/04/2025;Juve Stabia;Salernitana
32;06/04/2025;Catanzaro;Bari
32;06/04/2025;Palermo;Sassuolo
32;06/04/2025;Spezia;Sampdoria
