WEEK;DATE;HOME;AWAY;FTHG;FTAG;DIFF
1;16/08/2024;Ajaccio;Rodez Aveyron;1;0;1
1;16/08/2024;Dunkerque;Annecy;0;2;-2
1;16/08/2024;Clermont Foot;Pau FC;2;2;0
1;16/08/2024;Guingamp;Troyes;4;0;4
1;16/08/2024;Amiens;Red Star;3;0;3
1;16/08/2024;Grenoble;Stade Laval;2;1;1
1;17/08/2024;Caen;Paris FC;0;2;-2
1;19/08/2024;Metz;Bastia;1;1;0
1;19/08/2024;Martigues;Lorient;0;1;-1
2;23/08/2024;Stade Laval;Guingamp;0;1;-1
2;23/08/2024;Pau FC;Caen;1;0;1
2;23/08/2024;Annecy;Martigues;2;4;-2
2;23/08/2024;Bastia;Amiens;1;0;1
2;23/08/2024;Rodez Aveyron;Metz;1;3;-2
2;23/08/2024;Paris FC;Dunkerque;3;2;1
2;23/08/2024;Troyes;Clermont Foot;0;1;-1
2;24/08/2024;Lorient;Grenoble;2;0;2
2;26/08/2024;Red Star;Ajaccio;1;0;1
3;30/08/2024;Clermont Foot;Paris FC;0;1;-1
3;30/08/2024;Grenoble;Pau FC;1;1;0
3;30/08/2024;Guingamp;Red Star;3;4;-1
3;30/08/2024;Ajaccio;Troyes;2;1;1
3;30/08/2024;Martigues;Bastia;0;1;-1
3;30/08/2024;Dunkerque;Rodez Aveyron;1;0;1
3;30/08/2024;Caen;Annecy;1;1;0
3;31/08/2024;Amiens;Lorient;1;0;1
3;31/08/2024;Metz;Stade Laval;1;1;0
4;13/09/2024;Annecy;Amiens;3;0;3
4;13/09/2024;Rodez Aveyron;Guingamp;1;2;-1
4;13/09/2024;Bastia;Troyes;0;0;0
4;13/09/2024;Lorient;Red Star;2;1;1
4;13/09/2024;Clermont Foot;Dunkerque;0;1;-1
4;13/09/2024;Pau FC;Martigues;3;0;3
4;13/09/2024;Stade Laval;Ajaccio;1;1;0
4;14/09/2024;Paris FC;Metz;1;2;-1
4;16/09/2024;Grenoble;Caen;3;1;2
5;20/09/2024;Martigues;Grenoble;0;4;-4
5;20/09/2024;Dunkerque;Pau FC;3;2;1
5;20/09/2024;Troyes;Rodez Aveyron;0;3;-3
5;20/09/2024;Caen;Ajaccio;1;0;1
5;20/09/2024;Amiens;Clermont Foot;1;0;1
5;20/09/2024;Guingamp;Annecy;2;2;0
5;20/09/2024;Red Star;Stade Laval;0;3;-3
5;20/09/2024;Bastia;Paris FC;2;1;1
5;21/09/2024;Metz;Lorient;1;1;0
6;24/09/2024;Dunkerque;Bastia;2;1;1
6;24/09/2024;Annecy;Troyes;1;0;1
6;24/09/2024;Ajaccio;Grenoble;2;0;2
6;24/09/2024;Caen;Amiens;2;1;1
6;24/09/2024;Clermont Foot;Red Star;1;1;0
6;24/09/2024;Paris FC;Guingamp;2;0;2
6;24/09/2024;Metz;Martigues;6;0;6
6;24/09/2024;Rodez Aveyron;Stade Laval;1;3;-2
6;24/09/2024;Pau FC;Lorient;1;0;1
7;27/09/2024;Amiens;Rodez Aveyron;2;1;1
7;27/09/2024;Grenoble;Clermont Foot;3;0;3
7;27/09/2024;Lorient;Ajaccio;3;0;3
7;27/09/2024;Stade Laval;Pau FC;3;1;2
7;27/09/2024;Bastia;Annecy;2;2;0
7;27/09/2024;Martigues;Dunkerque;1;1;0
7;28/09/2024;Red Star;Paris FC;1;3;-2
7;28/09/2024;Troyes;Metz;2;1;1
7;30/09/2024;Guingamp;Caen;3;1;2
8;04/10/2024;Dunkerque;Troyes;2;1;1
8;04/10/2024;Paris FC;Stade Laval;1;0;1
8;04/10/2024;Rodez Aveyron;Grenoble;2;1;1
8;04/10/2024;Annecy;Red Star;1;0;1
