WEEK;DATE;HOME;AWAY;FTHG;FTAG;DIFF
11;02/11/2024;Hertha BSC;Köln;0;1;-1
11;03/11/2024;Paderborn 07;BTSV;0;0;0
11;03/11/2024;Kaiserslautern;Magdeburg;2;2;0
11;03/11/2024;Hamburger SV;Nürnberg;1;1;0
12;08/11/2024;Nürnberg;Kaiserslautern;0;0;0
12;08/11/2024;BTSV;Hamburger SV;3;1;2
12;09/11/2024;Köln;Greuther Fürth;1;0;1
12;09/11/2024;Darmstadt 98;Hertha BSC;3;1;2
12;09/11/2024;Magdeburg;Ulm;0;0;0
12;09/11/2024;Düsseldorf;Paderborn 07;1;1;0
12;10/11/2024;Karlsruher;Preußen Münster;1;1;0
12;10/11/2024;Elversberg;Hannover 96;3;1;2
12;10/11/2024;Schalke 04;Jahn R'burg;2;0;2
13;22/11/2024;Paderborn 07;Nürnberg;3;2;1
13;22/11/2024;Preußen Münster;Köln;0;1;-1
13;23/11/2024;Düsseldorf;Elversberg;0;2;-2
13;23/11/2024;Hannover 96;Darmstadt 98;1;2;-1
13;23/11/2024;Hertha BSC;Ulm;2;2;0
13;23/11/2024;Greuther Fürth;Karlsruher;2;3;-1
13;23/11/2024;Hamburger SV;Schalke 04;2;2;0
13;24/11/2024;Kaiserslautern;BTSV;3;2;1
13;24/11/2024;Jahn R'burg;Magdeburg;0;1;-1
14;29/11/2024;Magdeburg;Hertha BSC;1;3;-2
14;29/11/2024;Schalke 04;Kaiserslautern;0;3;-3
14;30/11/2024;Köln;Hannover 96;2;2;0
14;30/11/2024;BTSV;Jahn R'burg;0;0;0
14;30/11/2024;Elversberg;Paderborn 07;1;3;-2
14;30/11/2024;Darmstadt 98;Preußen Münster;0;0;0
14;01/12/2024;Karlsruher;Hamburger SV;1;3;-2
14;01/12/2024;Ulm;Greuther Fürth;1;1;0
14;01/12/2024;Nürnberg;Düsseldorf;2;2;0
15;06/12/2024;Elversberg;Nürnberg;2;1;1
15;06/12/2024;Paderborn 07;Schalke 04;2;4;-2
15;07/12/2024;Greuther Fürth;Hertha BSC;2;1;1
15;07/12/2024;Kaiserslautern;Karlsruher;3;1;2
15;07/12/2024;Hannover 96;Ulm;3;2;1
15;07/12/2024;Preußen Münster;Magdeburg;1;2;-1
15;08/12/2024;Düsseldorf;BTSV;5;0;5
15;08/12/2024;Jahn R'burg;Köln;0;1;-1
15;08/12/2024;Hamburger SV;Darmstadt 98;2;2;0
16;13/12/2024;Hertha BSC;Preußen Münster;1;2;-1
16;13/12/2024;Karlsruher;Jahn R'burg;4;2;2
16;14/12/2024;Schalke 04;Düsseldorf;1;1;0
16;14/12/2024;Ulm;Hamburger SV;1;1;0
16;14/12/2024;Magdeburg;Paderborn 07;1;1;0
16;14/12/2024;Darmstadt 98;Kaiserslautern;5;1;4
16;15/12/2024;Köln;Nürnberg;3;1;2
16;15/12/2024;Greuther Fürth;Hannover 96;1;0;1
16;15/12/2024;BTSV;Elversberg;0;3;-3
17;20/12/2024;Elversberg;Schalke 04;1;4;-3
17;20/12/2024;Düsseldorf;Magdeburg;2;5;-3
17;21/12/2024;Paderborn 07;Karlsruher;1;2;-1
17;21/12/2024;Hamburger SV;Greuther Fürth;5;0;5
17;21/12/2024;Preußen Münster;Ulm;0;0;0
17;21/12/2024;Nürnberg;BTSV;1;0;1
17;22/12/2024;Kaiserslautern;Köln;0;1;-1
17;22/12/2024;Hannover 96;Hertha BSC;0;0;0
17;22/12/2024;Jahn R'burg;Darmstadt 98;2;1;1
18;17/01/2025;Düsseldorf;Darmstadt 98;2;2;0
18;17/01/2025;Jahn R'burg;Hannover 96;0;1;-1
18;18/01/2025;BTSV;Schalke 04;0;0;0
18;18/01/2025;Preußen Münster;Greuther Fürth;2;1;1
18;18/01/2025;Kaiserslautern;Ulm;2;1;1
18;18/01/2025;Hamburger SV;Köln;1;0;1
18;19/01/2025;Elversberg;Magdeburg;2;5;-3
18;19/01/2025;Nürnberg;Karlsruher;2;1;1
18;19/01/2025;Paderborn 07;Hertha BSC;1;2;-1
19;24/01/2025;Greuther Fürth;Kaiserslautern;2;4;-2
19;24/01/2025;Magdeburg;BTSV;1;1;0
19;25/01/2025;Köln;Elversberg;1;0;1
19;25/01/2025;Schalke 04;Nürnberg;3;1;2
19;25/01/2025;Karlsruher;Düsseldorf;2;3;-1
19;25/01/2025;Hertha BSC;Hamburger SV;2;3;-1
19;26/01/2025;Darmstadt 98;Paderborn 07;0;1;-1
19;26/01/2025;Ulm;Jahn R'burg;5;1;4
19;26/01/2025;Hannover 96;Preußen Münster;2;2;0
20;31/01/2025;Elversberg;Karlsruher;2;2;0
20;31/01/2025;Nürnberg;Darmstadt 98;1;0;1
20;01/02/2025;BTSV;Köln;1;2;-1
20;01/02/2025;Düsseldorf;Ulm;3;2;1
20;01/02/2025;Jahn R'burg;Hertha BSC;2;0;2
20;01/02/2025;Schalke 04;Magdeburg;2;5;-3
20;02/02/2025;Kaiserslautern;Preußen Münster;2;1;1
20;02/02/2025;Hamburger SV;Hannover 96;2;2;0
20;02/02/2025;Paderborn 07;Greuther Fürth;1;2;-1
21;07/02/2025;Preußen Münster;Hamburger SV;1;2;-1
21;07/02/2025;Greuther Fürth;Jahn R'burg;2;1;1
21;08/02/2025;Magdeburg;Nürnberg;3;4;-1
21;08/02/2025;Darmstadt 98;Elversberg;0;3;-3
21;08/02/2025;Ulm;Paderborn 07;0;2;-2
21;08/02/2025;Hertha BSC;Kaiserslautern;0;1;-1
21;09/02/2025;Köln;Schalke 04;1;0;1
21;09/02/2025;Karlsruher;BTSV;0;2;-2
21;09/02/2025;Hannover 96;Düsseldorf;1;1;0
22;14/02/2025;Paderborn 07;Preußen Münster;2;0;2
22;14/02/2025;Magdeburg;Köln;3;0;3
22;15/02/2025;BTSV;Darmstadt 98;1;0;1
22;15/02/2025;Kaiserslautern;Hannover 96;0;0;0
22;15/02/2025;Elversberg;Greuther Fürth;2;0;2
22;15/02/2025;Düsseldorf;Hertha BSC;2;1;1
22;16/02/2025;Schalke 04;Karlsruher;2;1;1
22;16/02/2025;Nürnberg;Ulm;2;0;2
22;16/02/2025;Jahn R'burg;Hamburger SV;1;1;0
23;21/02/2025;Hamburger SV;Kaiserslautern;3;0;3
23;21/02/2025;Hertha BSC;Nürnberg;0;0;0
23;22/02/2025;Karlsruher;Magdeburg;3;1;2
23;22/02/2025;Ulm;Elversberg;0;0;0
23;22/02/2025;Preußen Münster;Jahn R'burg;2;0;2
23;22/02/2025;Hannover 96;Paderborn 07;1;1;0
23;23/02/2025;Darmstadt 98;Schalke 04;2;0;2
23;23/02/2025;Greuther Fürth;BTSV;3;0;3
23;23/02/2025;Köln;Düsseldorf;1;1;0
24;28/02/2025;Schalke 04;Preußen Münster;1;0;1
24;28/02/2025;Düsseldorf;Greuther Fürth;1;2;-1
24;01/03/2025;BTSV;Ulm;1;1;0
24;01/03/2025;Nürnberg;Hannover 96;1;2;-1
24;01/03/2025;Kaiserslautern;Jahn R'burg;3;0;3
24;01/03/2025;Karlsruher;Köln;1;0;1
24;02/03/2025;Magdeburg;Darmstadt 98;4;1;3
24;02/03/2025;Paderborn 07;Hamburger SV;2;0;2
24;02/03/2025;Elversberg;Hertha BSC;4;0;4
25;07/03/2025;Darmstadt 98;Karlsruher;3;0;3
25;07/03/2025;Kaiserslautern;Elversberg;1;1;0
25;08/03/2025;Greuther Fürth;Magdeburg;1;1;0
25;08/03/2025;Ulm;Köln;0;1;-1
25;08/03/2025;Hertha BSC;Schalke 04;1;2;-1
25;08/03/2025;Hamburger SV;Düsseldorf;4;1;3
25;09/03/2025;Preußen Münster;Nürnberg;0;1;-1
25;09/03/2025;Hannover 96;BTSV;1;1;0
25;09/03/2025;Jahn R'burg;Paderborn 07;0;0;0
26;14/03/2025;Magdeburg;Hamburger SV;0;3;-3
26;14/03/2025;Schalke 04;Hannover 96;1;2;-1
26;15/03/2025;Elversberg;Preußen Münster;0;1;-1
26;15/03/2025;Düsseldorf;Jahn R'burg;1;0;1
26;15/03/2025;Paderborn 07;Kaiserslautern;5;3;2
26;15/03/2025;Köln;Darmstadt 98;2;1;1
26;16/03/2025;Nürnberg;Greuther Fürth;3;0;3
26;16/03/2025;Karlsruher;Ulm;0;0;0
26;16/03/2025;BTSV;Hertha BSC;1;5;-4
27;28/03/2025;Ulm;Darmstadt 98;2;1;1
27;28/03/2025;Hamburger SV;Elversberg;0;0;0
27;29/03/2025;Hannover 96;Magdeburg;0;0;0
27;29/03/2025;Hertha BSC;Karlsruher;3;1;2
27;29/03/2025;Paderborn 07;Köln;1;2;-1
27;29/03/2025;Kaiserslautern;Düsseldorf;3;1;2
27;30/03/2025;Jahn R'burg;Nürnberg;2;1;1
27;30/03/2025;Preußen Münster;BTSV;1;1;0
27;30/03/2025;Greuther Fürth;Schalke 04;3;3;0
28;04/04/2025;Karlsruher;Hannover 96;1;0;1
28;04/04/2025;BTSV;Paderborn 07;3;2;1
28;05/04/2025;Nürnberg;Hamburger SV;0;3;-3
28;05/04/2025;Düsseldorf;Preußen Münster;1;0;1
28;05/04/2025;Darmstadt 98;Greuther Fürth;1;0;1
28;05/04/2025;Köln;Hertha BSC;0;1;-1
28;06/04/2025;Magdeburg;Kaiserslautern;2;0;2
28;06/04/2025;Elversberg;Jahn R'burg;6;0;6
28;06/04/2025;Schalke 04;Ulm;2;1;1
29;11/04/2025;Greuther Fürth;Köln;1;1;0
29;11/04/2025;Hamburger SV;BTSV;2;4;-2
29;12/04/2025;Ulm;Magdeburg;1;0;1
29;12/04/2025;Hertha BSC;Darmstadt 98;1;1;0
29;12/04/2025;Hannover 96;Elversberg;1;3;-2
29;12/04/2025;Kaiserslautern;Nürnberg;1;2;-1
29;13/04/2025;Paderborn 07;Düsseldorf;1;2;-1
29;13/04/2025;Preußen Münster;Karlsruher;1;1;0
29;13/04/2025;Jahn R'burg;Schalke 04;2;0;2
30;19/04/2025;BTSV;Kaiserslautern;2;0;2
30;19/04/2025;Elversberg;Düsseldorf;1;1;0
30;19/04/2025;Nürnberg;Paderborn 07;2;3;-1
30;19/04/2025;Schalke 04;Hamburger SV;2;2;0
30;20/04/2025;Ulm;Hertha BSC;2;3;-1
30;20/04/2025;Karlsruher;Greuther Fürth;1;0;1
30;20/04/2025;Darmstadt 98;Hannover 96;3;1;2
30;20/04/2025;Köln;Preußen Münster;3;1;2
30;20/04/2025;Magdeburg;Jahn R'burg;3;0;3
31;25/04/2025;Hertha BSC;Magdeburg;1;1;0
31;25/04/2025;Greuther Fürth;Ulm;0;1;-1
31;26/04/2025;Preußen Münster;Darmstadt 98;1;1;0
31;26/04/2025;Paderborn 07;Elversberg;1;1;0
31;26/04/2025;Jahn R'burg;BTSV;1;1;0
31;26/04/2025;Düsseldorf;Nürnberg;3;3;0
31;27/04/2025;Hannover 96;Köln;1;0;1
31;27/04/2025;Hamburger SV;Karlsruher;1;2;-1
31;27/04/2025;Kaiserslautern;Schalke 04;2;1;1
32;02/05/2025;Schalke 04;Paderborn 07;0;2;-2
32;02/05/2025;Magdeburg;Preußen Münster;0;5;-5
32;03/05/2025;Ulm;Hannover 96;1;2;-1
32;03/05/2025;Darmstadt 98;Hamburger SV;0;4;-4
32;03/05/2025;BTSV;Düsseldorf;2;2;0
32;03/05/2025;Köln;Jahn R'burg;1;1;0
32;04/05/2025;Nürnberg;Elversberg;1;3;-2
32;04/05/2025;Karlsruher;Kaiserslautern;2;2;0
32;04/05/2025;Hertha BSC;Greuther Fürth;1;0;1
33;09/05/2025;Nürnberg;Köln;1;2;-1
33;09/05/2025;Preußen Münster;Hertha BSC;2;0;2
33;10/05/2025;Elversberg;BTSV;3;0;3
33;10/05/2025;Düsseldorf;Schalke 04;2;0;2
33;10/05/2025;Paderborn 07;Magdeburg;2;1;1
33;10/05/2025;Hamburger SV;Ulm;6;1;5
33;11/05/2025;Hannover 96;Greuther Fürth;1;1;0
33;11/05/2025;Jahn R'burg;Karlsruher;2;2;0
33;11/05/2025;Kaiserslautern;Darmstadt 98;2;1;1
