WEEK;DATE;HOME;AWAY
34;17/05/2025;Saint-Étienne;Toulouse
34;17/05/2025;Paris S-G;Auxerre
34;17/05/2025;Lyon;Angers
34;17/05/2025;Strasbourg;Le Havre
34;17/05/2025;Lens;Monaco
34;17/05/2025;Marseille;Rennes
34;17/05/2025;Nantes;Montpellier
34;17/05/2025;Nice;Brest
34;17/05/2025;Lille;Reims
