WEEK;DATE;HOME;AWAY
36;13/05/2025;Valladolid;Girona
36;13/05/2025;Real Sociedad;Celta Vigo
36;13/05/2025;Sevilla;Las Palmas
36;14/05/2025;Alavés;Valencia
36;14/05/2025;Villarreal;Leganés
36;14/05/2025;Real Madrid;Mallorca
36;15/05/2025;Rayo Vallecano;Betis
36;15/05/2025;Osasuna;Atlético Madrid
36;15/05/2025;Getafe;Athletic Club
36;15/05/2025;Espanyol;Barcelona
